sample_date,field,zone,diameter
12/06/2020,Lords Ground 21,6,18
12/06/2020,Lords Ground 21,6,19
12/06/2020,Lords Ground 21,6,19
12/06/2020,Lords Ground 21,6,17
12/06/2020,Lords Ground 21,6,20
12/06/2020,Lords Ground 21,6,22
12/06/2020,Lords Ground 21,6,23
12/06/2020,Lords Ground 21,6,24
12/06/2020,Lords Ground 21,6,12
12/06/2020,Lords Ground 21,6,24
12/06/2020,Lords Ground 21,6,20
12/06/2020,Lords Ground 21,6,25
12/06/2020,Lords Ground 21,6,23
12/06/2020,Lords Ground 21,6,15
12/06/2020,Lords Ground 21,6,24
12/06/2020,Lords Ground 21,6,26
12/06/2020,Lords Ground 21,6,24
12/06/2020,Lords Ground 21,6,27
12/06/2020,Lords Ground 21,6,24
12/06/2020,Lords Ground 21,6,22
12/06/2020,Lords Ground 21,6,17
12/06/2020,Lords Ground 21,6,14
12/06/2020,Lords Ground 21,6,21
12/06/2020,Lords Ground 21,6,25
12/06/2020,Lords Ground 21,7,28
12/06/2020,Lords Ground 21,7,19
12/06/2020,Lords Ground 21,7,24
12/06/2020,Lords Ground 21,7,24
12/06/2020,Lords Ground 21,7,25
12/06/2020,Lords Ground 21,7,24
12/06/2020,Lords Ground 21,7,23
12/06/2020,Lords Ground 21,7,15
12/06/2020,Lords Ground 21,7,22
12/06/2020,Lords Ground 21,7,16
12/06/2020,Lords Ground 21,7,17
12/06/2020,Lords Ground 21,7,28
12/06/2020,Lords Ground 21,7,22
12/06/2020,Lords Ground 21,7,28
12/06/2020,Lords Ground 21,7,18
12/06/2020,Lords Ground 21,7,20
12/06/2020,Lords Ground 21,7,22
12/06/2020,Lords Ground 21,7,11
12/06/2020,Lords Ground 21,7,27
12/06/2020,Lords Ground 21,7,19
12/06/2020,Lords Ground 21,7,19
12/06/2020,Lords Ground 21,7,20
12/06/2020,Lords Ground 21,7,22
12/06/2020,Lords Ground 21,7,24
12/06/2020,Lords Ground 21,7,24
12/06/2020,Lords Ground 21,7,30
12/06/2020,Lords Ground 21,7,19
12/06/2020,Lords Ground 21,7,26
12/06/2020,Lords Ground 21,7,23
12/06/2020,Lords Ground 21,8,24
12/06/2020,Lords Ground 21,8,25
12/06/2020,Lords Ground 21,8,23
12/06/2020,Lords Ground 21,8,19
12/06/2020,Lords Ground 21,8,25
12/06/2020,Lords Ground 21,8,12
12/06/2020,Lords Ground 21,8,27
12/06/2020,Lords Ground 21,8,23
12/06/2020,Lords Ground 21,8,10
12/06/2020,Lords Ground 21,8,23
12/06/2020,Lords Ground 21,8,24
12/06/2020,Lords Ground 21,8,20
12/06/2020,Lords Ground 21,8,23
12/06/2020,Lords Ground 21,8,18
12/06/2020,Lords Ground 21,8,25
12/06/2020,Lords Ground 21,8,24
12/06/2020,Lords Ground 21,8,18
12/06/2020,Lords Ground 21,8,28
12/06/2020,Lords Ground 21,8,12
12/06/2020,Lords Ground 21,8,23
12/06/2020,Lords Ground 21,8,24
12/06/2020,Lords Ground 21,8,14
12/06/2020,Lords Ground 21,8,26
12/06/2020,Lords Ground 21,8,24
12/06/2020,Lords Ground 21,8,23
12/06/2020,Lords Ground 21,8,19
12/06/2020,Lords Ground 21,8,15
12/06/2020,Lords Ground 21,8,12
12/06/2020,Lords Ground 21,8,22
12/06/2020,Lords Ground 21,8,18
12/06/2020,Lords Ground 21,8,21
12/06/2020,Lords Ground 21,8,22
12/06/2020,Lords Ground 34,4,20
12/06/2020,Lords Ground 34,4,27
12/06/2020,Lords Ground 34,4,21
12/06/2020,Lords Ground 34,4,12
12/06/2020,Lords Ground 34,4,14
12/06/2020,Lords Ground 34,4,25
12/06/2020,Lords Ground 34,4,22
12/06/2020,Lords Ground 34,4,29
12/06/2020,Lords Ground 34,4,31
12/06/2020,Lords Ground 34,4,23
12/06/2020,Lords Ground 34,4,21
12/06/2020,Lords Ground 34,4,23
12/06/2020,Lords Ground 34,4,22
12/06/2020,Lords Ground 34,4,23
12/06/2020,Lords Ground 34,4,18
12/06/2020,Lords Ground 34,4,19
12/06/2020,Lords Ground 34,4,16
12/06/2020,Lords Ground 34,4,17
12/06/2020,Lords Ground 34,4,12
12/06/2020,Lords Ground 34,4,24
12/06/2020,Lords Ground 34,4,23
12/06/2020,Lords Ground 34,4,20
12/06/2020,Lords Ground 34,4,25
12/06/2020,Lords Ground 34,4,26
12/06/2020,Lords Ground 34,4,18
12/06/2020,Lords Ground 34,4,23
12/06/2020,Lords Ground 34,4,22
12/06/2020,Lords Ground 34,4,18
12/06/2020,Lords Ground 34,4,22
12/06/2020,Lords Ground 34,4,20
12/06/2020,Lords Ground 34,4,23
12/06/2020,Lords Ground 34,3,17
12/06/2020,Lords Ground 34,3,23
12/06/2020,Lords Ground 34,3,19
12/06/2020,Lords Ground 34,3,21
12/06/2020,Lords Ground 34,3,22
12/06/2020,Lords Ground 34,3,25
12/06/2020,Lords Ground 34,3,24
12/06/2020,Lords Ground 34,3,10
12/06/2020,Lords Ground 34,3,26
12/06/2020,Lords Ground 34,3,26
12/06/2020,Lords Ground 34,3,17
12/06/2020,Lords Ground 34,3,15
12/06/2020,Lords Ground 34,3,26
12/06/2020,Lords Ground 34,3,18
12/06/2020,Lords Ground 34,3,23
12/06/2020,Lords Ground 34,3,28
12/06/2020,Lords Ground 34,3,15
12/06/2020,Lords Ground 34,3,17
12/06/2020,Lords Ground 34,3,11
12/06/2020,Lords Ground 34,3,27
12/06/2020,Lords Ground 34,3,18
12/06/2020,Lords Ground 34,3,19
12/06/2020,Lords Ground 34,3,18
12/06/2020,Lords Ground 34,3,19
12/06/2020,Lords Ground 34,3,21
12/06/2020,Lords Ground 34,3,19
12/06/2020,Lords Ground 34,3,18
12/06/2020,Lords Ground 34,3,13
12/06/2020,Lords Ground 34,3,26
12/06/2020,Lords Ground 34,3,23
12/06/2020,Lords Ground 34,3,23
12/06/2020,Lords Ground 34,3,20
12/06/2020,Lords Ground 34,3,25
12/06/2020,Lords Ground 34,5,19
12/06/2020,Lords Ground 34,5,19
12/06/2020,Lords Ground 34,5,21
12/06/2020,Lords Ground 34,5,17
12/06/2020,Lords Ground 34,5,18
12/06/2020,Lords Ground 34,5,20
12/06/2020,Lords Ground 34,5,22
12/06/2020,Lords Ground 34,5,15
12/06/2020,Lords Ground 34,5,18
12/06/2020,Lords Ground 34,5,23
12/06/2020,Lords Ground 34,5,16
12/06/2020,Lords Ground 34,5,23
12/06/2020,Lords Ground 34,5,21
12/06/2020,Lords Ground 34,5,17
12/06/2020,Lords Ground 34,5,21
12/06/2020,Lords Ground 34,5,14
12/06/2020,Lords Ground 34,5,22
12/06/2020,Lords Ground 34,5,21
12/06/2020,Lords Ground 34,5,23
12/06/2020,Lords Ground 34,5,17
12/06/2020,Lords Ground 34,5,24
12/06/2020,Lords Ground 34,5,26
12/06/2020,Lords Ground 34,5,17
12/06/2020,Lords Ground 34,5,17
12/06/2020,Lords Ground 34,5,12
12/06/2020,Lords Ground 34,5,26
12/06/2020,Lords Ground 34,5,27
12/06/2020,Lords Ground 34,5,22
12/06/2020,Lords Ground 34,5,25
12/06/2020,Lords Ground 34,5,27
12/06/2020,Lords Ground 34,5,20
12/06/2020,Lords Ground 34,5,19
12/06/2020,Lords Ground 34,5,23
12/06/2020,Lords Ground 34,6,21
12/06/2020,Lords Ground 34,6,25
12/06/2020,Lords Ground 34,6,19
12/06/2020,Lords Ground 34,6,21
12/06/2020,Lords Ground 34,6,20
12/06/2020,Lords Ground 34,6,25
12/06/2020,Lords Ground 34,6,24
12/06/2020,Lords Ground 34,6,21
12/06/2020,Lords Ground 34,6,23
12/06/2020,Lords Ground 34,6,18
12/06/2020,Lords Ground 34,6,11
12/06/2020,Lords Ground 34,6,22
12/06/2020,Lords Ground 34,6,17
12/06/2020,Lords Ground 34,6,27
12/06/2020,Lords Ground 34,6,30
12/06/2020,Lords Ground 34,6,23
12/06/2020,Lords Ground 34,6,23
12/06/2020,Lords Ground 34,6,18
12/06/2020,Lords Ground 34,6,18
12/06/2020,Lords Ground 34,6,26
12/06/2020,Lords Ground 34,6,24
12/06/2020,Lords Ground 34,6,23
12/06/2020,Lords Ground 34,6,12
12/06/2020,Lords Ground 34,6,15
12/06/2020,Lords Ground 34,6,23
12/06/2020,Lords Ground 34,6,23
12/06/2020,Lords Ground 34,6,21
12/06/2020,Lords Ground 34,6,28
12/06/2020,Lords Ground 34,6,26
12/06/2020,Lords Ground 34,6,26
12/06/2020,Lords Ground 34,6,24
12/06/2020,Lords Ground 34,6,21
12/06/2020,Lords Ground 34,6,17
12/06/2020,Lords Ground 34,1,24
12/06/2020,Lords Ground 34,1,18
12/06/2020,Lords Ground 34,1,21
12/06/2020,Lords Ground 34,1,19
12/06/2020,Lords Ground 34,1,24
12/06/2020,Lords Ground 34,1,18
12/06/2020,Lords Ground 34,1,22
12/06/2020,Lords Ground 34,1,21
12/06/2020,Lords Ground 34,1,21
12/06/2020,Lords Ground 34,1,21
12/06/2020,Lords Ground 34,1,28
12/06/2020,Lords Ground 34,1,23
12/06/2020,Lords Ground 34,1,15
12/06/2020,Lords Ground 34,1,17
12/06/2020,Lords Ground 34,1,23
12/06/2020,Lords Ground 34,1,19
12/06/2020,Lords Ground 34,1,27
12/06/2020,Lords Ground 34,1,25
12/06/2020,Lords Ground 34,1,19
12/06/2020,Lords Ground 34,1,26
12/06/2020,Lords Ground 34,1,20
12/06/2020,Lords Ground 34,1,19
12/06/2020,Lords Ground 34,1,20
12/06/2020,Lords Ground 34,1,23
12/06/2020,Lords Ground 34,1,22
12/06/2020,Lords Ground 34,1,19
12/06/2020,Lords Ground 34,1,21
12/06/2020,Lords Ground 34,1,18
12/06/2020,Lords Ground 34,1,18
12/06/2020,Lords Ground 34,1,22
12/06/2020,Lords Ground 34,1,23
12/06/2020,Lords Ground 34,1,19
12/06/2020,Lords Ground 34,2,24
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,21
12/06/2020,Lords Ground 34,2,18
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,23
12/06/2020,Lords Ground 34,2,20
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,20
12/06/2020,Lords Ground 34,2,18
12/06/2020,Lords Ground 34,2,26
12/06/2020,Lords Ground 34,2,23
12/06/2020,Lords Ground 34,2,21
12/06/2020,Lords Ground 34,2,18
12/06/2020,Lords Ground 34,2,19
12/06/2020,Lords Ground 34,2,20
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,21
12/06/2020,Lords Ground 34,2,18
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,21
12/06/2020,Lords Ground 34,2,17
12/06/2020,Lords Ground 34,2,9
12/06/2020,Lords Ground 34,2,23
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,17
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 34,2,21
12/06/2020,Lords Ground 34,2,23
12/06/2020,Lords Ground 34,2,17
12/06/2020,Lords Ground 34,2,19
12/06/2020,Lords Ground 34,2,19
12/06/2020,Lords Ground 34,2,22
12/06/2020,Lords Ground 63,6,18
12/06/2020,Lords Ground 63,6,14
12/06/2020,Lords Ground 63,6,21
12/06/2020,Lords Ground 63,6,18
12/06/2020,Lords Ground 63,6,24
12/06/2020,Lords Ground 63,6,19
12/06/2020,Lords Ground 63,6,24
12/06/2020,Lords Ground 63,6,20
12/06/2020,Lords Ground 63,6,22
12/06/2020,Lords Ground 63,6,25
12/06/2020,Lords Ground 63,6,11
12/06/2020,Lords Ground 63,6,20
12/06/2020,Lords Ground 63,6,18
12/06/2020,Lords Ground 63,6,26
12/06/2020,Lords Ground 63,6,24
12/06/2020,Lords Ground 63,6,23
12/06/2020,Lords Ground 63,6,20
12/06/2020,Lords Ground 63,6,18
12/06/2020,Lords Ground 63,6,19
12/06/2020,Lords Ground 63,6,25
12/06/2020,Lords Ground 63,6,21
12/06/2020,Lords Ground 63,6,21
12/06/2020,Lords Ground 63,6,22
12/06/2020,Lords Ground 63,6,16
12/06/2020,Lords Ground 63,6,24
12/06/2020,Lords Ground 63,6,23
12/06/2020,Lords Ground 63,6,19
12/06/2020,Lords Ground 63,6,16
12/06/2020,Lords Ground 63,6,18
12/06/2020,Lords Ground 63,6,21
12/06/2020,Lords Ground 63,6,17
12/06/2020,Lords Ground 63,6,21
12/06/2020,Lords Ground 63,6,18
12/06/2020,Lords Ground 63,4,16
12/06/2020,Lords Ground 63,4,16
12/06/2020,Lords Ground 63,4,11
12/06/2020,Lords Ground 63,4,16
12/06/2020,Lords Ground 63,4,20
12/06/2020,Lords Ground 63,4,17
12/06/2020,Lords Ground 63,4,14
12/06/2020,Lords Ground 63,4,13
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,18
12/06/2020,Lords Ground 63,4,20
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,16
12/06/2020,Lords Ground 63,4,14
12/06/2020,Lords Ground 63,4,18
12/06/2020,Lords Ground 63,4,12
12/06/2020,Lords Ground 63,4,9
12/06/2020,Lords Ground 63,4,21
12/06/2020,Lords Ground 63,4,13
12/06/2020,Lords Ground 63,4,13
12/06/2020,Lords Ground 63,4,24
12/06/2020,Lords Ground 63,4,17
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,16
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,16
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,23
12/06/2020,Lords Ground 63,4,17
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,17
12/06/2020,Lords Ground 63,4,19
12/06/2020,Lords Ground 63,4,21
12/06/2020,Lords Ground 63,5,17
12/06/2020,Lords Ground 63,5,17
12/06/2020,Lords Ground 63,5,21
12/06/2020,Lords Ground 63,5,20
12/06/2020,Lords Ground 63,5,22
12/06/2020,Lords Ground 63,5,22
12/06/2020,Lords Ground 63,5,17
12/06/2020,Lords Ground 63,5,23
12/06/2020,Lords Ground 63,5,19
12/06/2020,Lords Ground 63,5,14
12/06/2020,Lords Ground 63,5,13
12/06/2020,Lords Ground 63,5,19
12/06/2020,Lords Ground 63,5,21
12/06/2020,Lords Ground 63,5,13
12/06/2020,Lords Ground 63,5,16
12/06/2020,Lords Ground 63,5,16
12/06/2020,Lords Ground 63,5,14
12/06/2020,Lords Ground 63,5,17
12/06/2020,Lords Ground 63,5,17
12/06/2020,Lords Ground 63,5,22
12/06/2020,Lords Ground 63,5,20
12/06/2020,Lords Ground 63,5,18
12/06/2020,Lords Ground 63,5,14
12/06/2020,Lords Ground 63,5,17
12/06/2020,Lords Ground 63,5,15
12/06/2020,Lords Ground 63,5,19
12/06/2020,Lords Ground 63,5,26
12/06/2020,Lords Ground 63,5,22
12/06/2020,Lords Ground 63,5,18
12/06/2020,Lords Ground 63,5,21
12/06/2020,Lords Ground 63,5,18
12/06/2020,Lords Ground 63,5,21
12/06/2020,Lords Ground 63,5,16
12/06/2020,Lords Ground 63,1,19
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,21
12/06/2020,Lords Ground 63,1,16
12/06/2020,Lords Ground 63,1,22
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,19
12/06/2020,Lords Ground 63,1,21
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,19
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,17
12/06/2020,Lords Ground 63,1,15
12/06/2020,Lords Ground 63,1,9
12/06/2020,Lords Ground 63,1,16
12/06/2020,Lords Ground 63,1,14
12/06/2020,Lords Ground 63,1,15
12/06/2020,Lords Ground 63,1,21
12/06/2020,Lords Ground 63,1,17
12/06/2020,Lords Ground 63,1,19
12/06/2020,Lords Ground 63,1,22
12/06/2020,Lords Ground 63,1,17
12/06/2020,Lords Ground 63,1,12
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,22
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,15
12/06/2020,Lords Ground 63,1,16
12/06/2020,Lords Ground 63,1,16
12/06/2020,Lords Ground 63,1,12
12/06/2020,Lords Ground 63,1,16
12/06/2020,Lords Ground 63,1,18
12/06/2020,Lords Ground 63,1,19
12/06/2020,Lords Ground 63,2,18
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,19
12/06/2020,Lords Ground 63,2,18
12/06/2020,Lords Ground 63,2,16
12/06/2020,Lords Ground 63,2,15
12/06/2020,Lords Ground 63,2,16
12/06/2020,Lords Ground 63,2,18
12/06/2020,Lords Ground 63,2,17
12/06/2020,Lords Ground 63,2,16
12/06/2020,Lords Ground 63,2,20
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,19
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,15
12/06/2020,Lords Ground 63,2,12
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,10
12/06/2020,Lords Ground 63,2,12
12/06/2020,Lords Ground 63,2,15
12/06/2020,Lords Ground 63,2,13
12/06/2020,Lords Ground 63,2,16
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,12
12/06/2020,Lords Ground 63,2,15
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,12
12/06/2020,Lords Ground 63,2,15
12/06/2020,Lords Ground 63,2,14
12/06/2020,Lords Ground 63,2,11
12/06/2020,Lords Ground 63,2,18
12/06/2020,Lords Ground 63,2,19
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground 63,3,22
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground 63,3,26
12/06/2020,Lords Ground 63,3,19
12/06/2020,Lords Ground 63,3,24
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground 63,3,18
12/06/2020,Lords Ground 63,3,20
12/06/2020,Lords Ground 63,3,21
12/06/2020,Lords Ground 63,3,24
12/06/2020,Lords Ground 63,3,22
12/06/2020,Lords Ground 63,3,18
12/06/2020,Lords Ground 63,3,27
12/06/2020,Lords Ground 63,3,21
12/06/2020,Lords Ground 63,3,19
12/06/2020,Lords Ground 63,3,17
12/06/2020,Lords Ground 63,3,16
12/06/2020,Lords Ground 63,3,16
12/06/2020,Lords Ground 63,3,20
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground 63,3,18
12/06/2020,Lords Ground 63,3,20
12/06/2020,Lords Ground 63,3,19
12/06/2020,Lords Ground 63,3,17
12/06/2020,Lords Ground 63,3,27
12/06/2020,Lords Ground 63,3,20
12/06/2020,Lords Ground 63,3,22
12/06/2020,Lords Ground 63,3,24
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground 63,3,18
12/06/2020,Lords Ground 63,3,23
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,5
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,5
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,7
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,5
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,7
12/06/2020,Lords Ground J4,4,7
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,8
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,5
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,8
12/06/2020,Lords Ground J4,4,7
12/06/2020,Lords Ground J4,4,6
12/06/2020,Lords Ground J4,4,5
12/06/2020,Lords Ground J4,4,5
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,4
12/06/2020,Lords Ground J4,4,3
12/06/2020,Lords Ground J4,4,7
12/06/2020,Lords Ground J4,4,3
12/06/2020,Lords Ground J4,4,3
12/06/2020,Lords Ground J4,4,3
12/06/2020,Lords Ground J4,3,4
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,3
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,4
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,3
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,4
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,8
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,8
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,5
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,7
12/06/2020,Lords Ground J4,3,6
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,6
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,6
12/06/2020,Lords Ground J4,1,4
12/06/2020,Lords Ground J4,1,8
12/06/2020,Lords Ground J4,1,8
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,6
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,4
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,9
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,6
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,6
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,4
12/06/2020,Lords Ground J4,1,4
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,4
12/06/2020,Lords Ground J4,1,5
12/06/2020,Lords Ground J4,1,4
12/06/2020,Lords Ground J4,1,7
12/06/2020,Lords Ground J4,1,6
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,7
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,7
12/06/2020,Lords Ground J4,2,3
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,7
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,3
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,5
12/06/2020,Lords Ground J4,2,6
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,4
12/06/2020,Lords Ground J4,2,4
17/06/2020,Shipgate 32A,1,22
17/06/2020,Shipgate 32A,1,22
17/06/2020,Shipgate 32A,1,12
17/06/2020,Shipgate 32A,1,8
17/06/2020,Shipgate 32A,1,18
17/06/2020,Shipgate 32A,1,20
17/06/2020,Shipgate 32A,1,24
17/06/2020,Shipgate 32A,1,13
17/06/2020,Shipgate 32A,1,9
17/06/2020,Shipgate 32A,1,16
17/06/2020,Shipgate 32A,1,26
17/06/2020,Shipgate 32A,1,12
17/06/2020,Shipgate 32A,1,22
17/06/2020,Shipgate 32A,1,21
17/06/2020,Shipgate 32A,1,8
17/06/2020,Shipgate 32A,1,16
17/06/2020,Shipgate 32A,1,27
17/06/2020,Shipgate 32A,1,19
17/06/2020,Shipgate 32A,1,25
17/06/2020,Shipgate 32A,1,19
17/06/2020,Shipgate 32A,1,18
17/06/2020,Shipgate 32A,1,16
17/06/2020,Shipgate 32A,1,29
17/06/2020,Shipgate 32A,1,28
17/06/2020,Shipgate 32A,1,21
17/06/2020,Shipgate 32A,1,8
17/06/2020,Shipgate 32A,1,22
17/06/2020,Shipgate 32A,1,20
17/06/2020,Shipgate 32A,1,26
17/06/2020,Shipgate 32A,1,16
17/06/2020,Shipgate 32A,1,13
17/06/2020,Shipgate 32A,1,9
17/06/2020,Shipgate 32A,1,15
17/06/2020,Shipgate 32A,1,32
17/06/2020,Shipgate 32A,1,27
17/06/2020,Shipgate 32A,1,13
17/06/2020,Shipgate 32A,2,21
17/06/2020,Shipgate 32A,2,13
17/06/2020,Shipgate 32A,2,21
17/06/2020,Shipgate 32A,2,19
17/06/2020,Shipgate 32A,2,22
17/06/2020,Shipgate 32A,2,18
17/06/2020,Shipgate 32A,2,24
17/06/2020,Shipgate 32A,2,23
17/06/2020,Shipgate 32A,2,18
17/06/2020,Shipgate 32A,2,19
17/06/2020,Shipgate 32A,2,8
17/06/2020,Shipgate 32A,2,20
17/06/2020,Shipgate 32A,2,25
17/06/2020,Shipgate 32A,2,25
17/06/2020,Shipgate 32A,2,17
17/06/2020,Shipgate 32A,2,14
17/06/2020,Shipgate 32A,2,20
17/06/2020,Shipgate 32A,2,28
17/06/2020,Shipgate 32A,2,25
17/06/2020,Shipgate 32A,2,7
17/06/2020,Shipgate 32A,2,33
17/06/2020,Shipgate 32A,2,21
17/06/2020,Shipgate 32A,2,23
17/06/2020,Shipgate 32A,2,20
17/06/2020,Shipgate 32A,2,29
17/06/2020,Shipgate 32A,2,26
17/06/2020,Shipgate 32A,2,20
17/06/2020,Shipgate 32A,2,20
17/06/2020,Shipgate 32A,2,21
17/06/2020,Shipgate 32A,2,17
17/06/2020,Shipgate 32A,2,16
17/06/2020,Shipgate 32A,2,16
17/06/2020,Shipgate 32A,3,27
17/06/2020,Shipgate 32A,3,7
17/06/2020,Shipgate 32A,3,27
17/06/2020,Shipgate 32A,3,13
17/06/2020,Shipgate 32A,3,25
17/06/2020,Shipgate 32A,3,22
17/06/2020,Shipgate 32A,3,26
17/06/2020,Shipgate 32A,3,15
17/06/2020,Shipgate 32A,3,25
17/06/2020,Shipgate 32A,3,18
17/06/2020,Shipgate 32A,3,23
17/06/2020,Shipgate 32A,3,17
17/06/2020,Shipgate 32A,3,25
17/06/2020,Shipgate 32A,3,21
17/06/2020,Shipgate 32A,3,28
17/06/2020,Shipgate 32A,3,12
17/06/2020,Shipgate 32A,3,22
17/06/2020,Shipgate 32A,3,27
17/06/2020,Shipgate 32A,3,17
